timestamp,pose,dx,dy,scale,true_pose
2025-11-12 20:11:32.304207,turtle,0,55,1.207,
2025-11-12 20:11:32.331521,turtle,0,55,1.191,turtle
2025-11-12 20:11:32.365683,turtle,-1,54,1.192,turtle
2025-11-12 20:11:32.411710,turtle,0,54,1.201,
2025-11-12 20:11:32.447577,turtle,0,53,1.201,turtle
2025-11-12 20:11:32.463482,turtle,-1,54,1.207,
2025-11-12 20:11:32.503180,turtle,0,55,1.196,turtle
2025-11-12 20:11:32.521514,turtle,0,56,1.212,
2025-11-12 20:11:32.563123,turtle,0,55,1.227,turtle
2025-11-12 20:11:32.582161,turtle,0,56,1.218,turtle
2025-11-12 20:11:32.636334,turtle,0,57,1.217,
2025-11-12 20:11:32.663763,turtle,-1,57,1.227,turtle
2025-11-12 20:11:32.696845,turtle,-1,58,1.212,
2025-11-12 20:11:32.721696,turtle,-1,58,1.228,turtle
2025-11-12 20:11:32.766749,turtle,-1,59,1.254,
2025-11-12 20:11:32.793098,turtle,-2,59,1.248,turtle
2025-11-12 20:11:32.822797,turtle,0,59,1.253,turtle
2025-11-12 20:11:32.871823,turtle,-1,61,1.242,
2025-11-12 20:11:32.897391,turtle,-1,63,1.254,turtle
2025-11-12 20:11:32.914010,turtle,-1,63,1.275,turtle
2025-11-12 20:11:32.962506,turtle,-1,64,1.285,
2025-11-12 20:11:32.997485,turtle,-1,63,1.301,turtle
2025-11-12 20:11:33.031579,turtle,-1,65,1.301,turtle
2025-11-12 20:11:33.064036,turtle,-1,65,1.296,
2025-11-12 20:11:33.096107,turtle,0,65,1.306,turtle
2025-11-12 20:11:33.129175,turtle,-2,66,1.306,
2025-11-12 20:11:33.161533,turtle,-1,65,1.307,turtle
2025-11-12 20:11:33.185943,turtle,-1,64,1.312,
2025-11-12 20:11:33.221461,turtle,-1,64,1.306,turtle
2025-11-12 20:11:33.256440,turtle,-1,64,1.312,
2025-11-12 20:11:33.291499,turtle,-1,63,1.296,turtle
2025-11-12 20:11:33.321479,turtle,-1,62,1.274,
2025-11-12 20:11:33.375940,turtle,-1,61,1.263,turtle
2025-11-12 20:11:33.401808,turtle,-1,60,1.254,
2025-11-12 20:11:33.428707,turtle,-2,60,1.258,turtle
2025-11-12 20:11:33.465701,turtle,-1,59,1.242,
2025-11-12 20:11:33.496513,turtle,-1,58,1.249,turtle
2025-11-12 20:11:33.528068,turtle,-2,57,1.233,
2025-11-12 20:11:33.559991,turtle,-1,56,1.232,turtle
2025-11-12 20:11:33.597796,turtle,-1,55,1.216,turtle
2025-11-12 20:11:33.631643,turtle,0,54,1.212,
2025-11-12 20:11:33.668422,turtle,0,52,1.212,turtle
2025-11-12 20:11:33.703785,turtle,0,52,1.206,turtle
2025-11-12 20:11:33.733833,turtle,-1,52,1.207,
2025-11-12 20:11:33.770073,turtle,-1,51,1.195,turtle
2025-11-12 20:11:33.801465,turtle,0,50,1.185,
2025-11-12 20:11:33.851516,turtle,-1,50,1.181,turtle
2025-11-12 20:11:33.871732,turtle,-1,49,1.18,
2025-11-12 20:11:33.899038,turtle,-2,48,1.181,turtle
2025-11-12 20:11:33.925419,turtle,-1,47,1.186,turtle
2025-11-12 20:11:33.974204,turtle,-1,48,1.176,
2025-11-12 20:11:34.001953,turtle,-1,47,1.181,turtle
2025-11-12 20:11:34.022947,turtle,-2,47,1.165,
2025-11-12 20:11:34.071956,turtle,-2,47,1.165,turtle
2025-11-12 20:11:34.102152,turtle,-2,46,1.165,
2025-11-12 20:11:34.134327,turtle,-1,46,1.18,turtle
2025-11-12 20:11:34.162315,turtle,-2,46,1.159,turtle
2025-11-12 20:11:34.208894,turtle,-2,46,1.17,
2025-11-12 20:11:34.235608,turtle,-1,45,1.16,turtle
2025-11-12 20:11:34.263891,turtle,-1,46,1.175,
2025-11-12 20:11:34.291849,turtle,-2,46,1.179,turtle
2025-11-12 20:11:34.321764,turtle,-2,47,1.204,turtle
2025-11-12 20:11:34.356832,turtle,-2,49,1.213,turtle
2025-11-12 20:11:34.383591,turtle,-2,49,1.209,
2025-11-12 20:11:34.432078,turtle,-2,50,1.209,turtle
2025-11-12 20:11:34.487789,turtle,-2,51,1.214,
2025-11-12 20:11:34.531363,turtle,-2,52,1.213,turtle
2025-11-12 20:11:34.557955,turtle,-2,52,1.219,
2025-11-12 20:11:34.593143,turtle,-1,53,1.22,turtle
2025-11-12 20:11:34.601884,turtle,-1,53,1.226,turtle
2025-11-12 20:11:34.645510,turtle,-1,52,1.226,turtle
2025-11-12 20:11:34.661838,turtle,0,55,1.216,turtle
2025-11-12 20:11:34.712441,turtle,0,55,1.205,turtle
2025-11-12 20:11:34.746189,turtle,0,55,1.212,
2025-11-12 20:11:34.779043,turtle,1,56,1.202,turtle
2025-11-12 20:11:34.813763,turtle,1,58,1.208,turtle
2025-11-12 20:11:34.853730,turtle,2,58,1.219,turtle
2025-11-12 20:11:34.901877,turtle,1,59,1.219,
2025-11-12 20:11:34.933132,turtle,2,61,1.235,turtle
2025-11-12 20:11:34.963505,turtle,3,62,1.239,turtle
2025-11-12 20:11:35.003107,turtle,3,63,1.233,
2025-11-12 20:11:35.027343,turtle,4,64,1.275,turtle
2025-11-12 20:11:35.052061,turtle,2,65,1.27,
2025-11-12 20:11:35.075183,turtle,2,66,1.296,turtle
2025-11-12 20:11:35.092810,turtle,3,67,1.318,
2025-11-12 20:11:35.143409,turtle,3,67,1.317,turtle
2025-11-12 20:11:35.178664,turtle,2,68,1.311,turtle
2025-11-12 20:11:35.203474,turtle,3,69,1.328,
2025-11-12 20:11:35.231553,turtle,2,68,1.332,turtle
2025-11-12 20:11:35.271462,turtle,2,70,1.328,
2025-11-12 20:11:35.305374,turtle,2,70,1.349,turtle
2025-11-12 20:11:35.332143,turtle,4,69,1.337,
2025-11-12 20:11:35.373083,turtle,2,69,1.342,turtle
2025-11-12 20:11:35.401628,turtle,3,70,1.361,
2025-11-12 20:11:35.435608,turtle,3,73,1.371,turtle
2025-11-12 20:11:35.458385,turtle,3,72,1.381,
2025-11-12 20:11:35.514128,turtle,3,72,1.365,turtle
2025-11-12 20:11:35.541522,turtle,4,72,1.365,
2025-11-12 20:11:35.571280,turtle,3,75,1.349,turtle
2025-11-12 20:11:35.611417,turtle,4,73,1.365,
2025-11-12 20:11:35.645821,turtle,3,76,1.371,turtle
2025-11-12 20:11:35.675921,turtle,2,78,1.392,turtle
2025-11-12 20:11:35.713915,turtle,2,76,1.382,
2025-11-12 20:11:35.747233,turtle,2,78,1.392,turtle
2025-11-12 20:11:35.768584,turtle,2,78,1.387,
2025-11-12 20:11:35.803337,turtle,2,79,1.393,turtle
2025-11-12 20:11:35.821362,turtle,2,79,1.387,
2025-11-12 20:11:35.862439,turtle,2,78,1.377,turtle
2025-11-12 20:11:35.915764,turtle,2,80,1.393,
2025-11-12 20:11:35.944954,turtle,2,79,1.387,turtle
2025-11-12 20:11:35.979277,turtle,2,82,1.415,turtle
2025-11-12 20:11:36.021635,turtle,1,81,1.404,turtle
2025-11-12 20:11:36.051492,turtle,1,82,1.404,turtle
2025-11-12 20:11:36.091695,turtle,2,81,1.421,turtle
2025-11-12 20:11:36.121489,turtle,1,82,1.415,turtle
2025-11-12 20:11:36.162625,turtle,2,81,1.409,turtle
2025-11-12 20:11:36.203810,turtle,2,80,1.404,turtle
2025-11-12 20:11:36.247816,turtle,0,82,1.404,
2025-11-12 20:11:36.281731,turtle,2,82,1.404,turtle
2025-11-12 20:11:36.308028,turtle,1,82,1.404,turtle
2025-11-12 20:11:36.353304,turtle,2,83,1.405,
2025-11-12 20:11:36.381541,turtle,1,83,1.405,turtle
2025-11-12 20:11:36.401796,turtle,1,84,1.388,
2025-11-12 20:11:36.431615,turtle,2,83,1.415,turtle
2025-11-12 20:11:36.445218,turtle,1,83,1.416,
2025-11-12 20:11:36.475063,turtle,1,84,1.411,turtle
2025-11-12 20:11:36.503403,turtle,1,83,1.399,turtle
2025-11-12 20:11:36.531465,turtle,2,83,1.393,
2025-11-12 20:11:36.565386,turtle,1,84,1.415,turtle
2025-11-12 20:11:36.585750,turtle,1,84,1.422,
2025-11-12 20:11:36.611909,turtle,0,84,1.415,turtle
2025-11-12 20:11:36.651574,turtle,0,82,1.404,
2025-11-12 20:11:36.713590,turtle,0,82,1.426,turtle
2025-11-12 20:11:36.747138,turtle,1,81,1.415,
2025-11-12 20:11:36.776453,turtle,1,80,1.415,turtle
2025-11-12 20:11:36.812231,turtle,1,79,1.409,turtle
2025-11-12 20:11:36.845205,turtle,1,79,1.398,
2025-11-12 20:11:36.881832,turtle,2,76,1.386,turtle
2025-11-12 20:11:36.905196,turtle,2,79,1.382,
2025-11-12 20:11:36.931771,turtle,2,75,1.376,turtle
2025-11-12 20:11:36.951493,turtle,1,74,1.37,
2025-11-12 20:11:36.983004,turtle,2,74,1.37,turtle
2025-11-12 20:11:37.011840,turtle,2,71,1.359,
2025-11-12 20:11:37.044463,turtle,3,71,1.359,turtle
2025-11-12 20:11:37.112100,turtle,1,69,1.347,turtle
2025-11-12 20:11:37.143307,turtle,1,68,1.343,
2025-11-12 20:11:37.181848,turtle,-1,68,1.309,turtle
2025-11-12 20:11:37.201549,turtle,1,66,1.315,
2025-11-12 20:11:37.235754,turtle,0,66,1.321,turtle
2025-11-12 20:11:37.257982,turtle,0,65,1.304,turtle
2025-11-12 20:11:37.290951,turtle,-1,63,1.304,
2025-11-12 20:11:37.327420,turtle,-2,61,1.298,turtle
2025-11-12 20:11:37.351686,turtle,-2,60,1.277,
2025-11-12 20:11:37.381428,turtle,-2,58,1.256,turtle
2025-11-12 20:11:37.412076,turtle,-3,57,1.272,
2025-11-12 20:11:37.448515,turtle,-3,58,1.26,turtle
2025-11-12 20:11:37.511969,turtle,-4,54,1.255,turtle
2025-11-12 20:11:37.545187,turtle,-4,54,1.24,
2025-11-12 20:11:37.577568,turtle,-3,53,1.234,turtle
2025-11-12 20:11:37.601647,turtle,-3,52,1.228,
2025-11-12 20:11:37.629964,turtle,-4,51,1.229,turtle
2025-11-12 20:11:37.658291,turtle,-3,49,1.198,
2025-11-12 20:11:37.684573,turtle,-4,48,1.216,turtle
2025-11-12 20:11:37.721783,turtle,-3,46,1.2,
2025-11-12 20:11:37.751645,turtle,-3,45,1.201,turtle
2025-11-12 20:11:37.783919,turtle,-3,43,1.196,
2025-11-12 20:11:37.811981,turtle,-3,42,1.175,
2025-11-12 20:11:37.851574,turtle,-3,40,1.165,
2025-11-12 20:11:37.912260,turtle,-2,37,1.155,
2025-11-12 20:11:37.945930,turtle,-2,36,1.155,
2025-11-12 20:11:37.985567,turtle,-2,35,1.151,
2025-11-12 20:11:38.015656,turtle,-2,35,1.146,
2025-11-12 20:11:38.057609,turtle,-2,33,1.156,
2025-11-12 20:11:38.087462,turtle,-4,33,1.14,
2025-11-12 20:11:38.130733,turtle,-5,31,1.14,
2025-11-12 20:11:38.169945,turtle,-4,29,1.135,
2025-11-12 20:11:38.213750,turtle,-5,27,1.129,
2025-11-12 20:11:38.248863,normal,-4,25,1.108,
2025-11-12 20:11:38.295302,normal,-5,24,1.114,
2025-11-12 20:11:38.340977,normal,-4,23,1.108,
2025-11-12 20:11:38.374725,normal,-5,22,1.11,
2025-11-12 20:11:38.409733,normal,-5,21,1.085,
2025-11-12 20:11:38.457714,normal,-6,19,1.086,
2025-11-12 20:11:38.492439,normal,-5,18,1.085,
2025-11-12 20:11:38.521920,normal,-6,17,1.076,
2025-11-12 20:11:38.551892,normal,-6,15,1.065,
2025-11-12 20:11:38.588005,normal,-6,12,1.065,
2025-11-12 20:11:38.621939,normal,-6,11,1.06,
2025-11-12 20:11:38.644610,normal,-6,10,1.064,
2025-11-12 20:11:38.692999,normal,-6,8,1.05,
2025-11-12 20:11:38.729799,normal,-6,8,1.061,
2025-11-12 20:11:38.759599,normal,-6,6,1.05,
2025-11-12 20:11:38.791676,normal,-7,5,1.051,
2025-11-12 20:11:38.827165,normal,-6,3,1.031,
2025-11-12 20:11:38.861424,normal,-6,1,1.036,
2025-11-12 20:11:38.893895,normal,-6,0,1.026,
2025-11-12 20:11:38.925788,normal,-6,-2,1.022,
2025-11-12 20:11:38.960556,normal,-6,-3,1.021,
2025-11-12 20:11:38.984930,normal,-7,-5,1.007,
2025-11-12 20:11:39.021541,normal,-6,-7,1.006,
2025-11-12 20:11:39.066812,normal,-7,-8,1.006,
2025-11-12 20:11:39.103132,normal,-7,-10,0.998,
2025-11-12 20:11:39.134555,normal,-6,-12,0.993,
2025-11-12 20:11:39.169695,normal,-6,-14,0.984,
2025-11-12 20:11:39.194548,normal,-6,-14,0.979,
2025-11-12 20:11:39.231614,normal,-5,-16,0.97,
2025-11-12 20:11:39.252038,normal,-6,-16,0.97,
2025-11-12 20:11:39.291711,normal,-5,-18,0.965,
2025-11-12 20:11:39.323678,normal,-5,-18,0.948,
2025-11-12 20:11:39.357248,normal,-6,-20,0.94,
2025-11-12 20:11:39.383368,normal,-5,-21,0.938,
2025-11-12 20:11:39.431525,normal,-5,-21,0.93,
2025-11-12 20:11:39.466691,normal,-5,-22,0.925,
2025-11-12 20:11:39.495509,normal,-6,-22,0.916,
2025-11-12 20:11:39.526349,normal,-5,-23,0.922,
2025-11-12 20:11:39.560233,normal,-5,-24,0.903,
2025-11-12 20:11:39.595705,normal,-4,-24,0.904,
2025-11-12 20:11:39.641545,L,-5,-25,0.89,
2025-11-12 20:11:39.678118,L,-5,-26,0.886,
2025-11-12 20:11:39.721759,L,-5,-27,0.878,
2025-11-12 20:11:39.751796,L,-5,-28,0.882,
2025-11-12 20:11:39.784663,L,-5,-28,0.878,
2025-11-12 20:11:39.821502,L,-5,-29,0.869,
2025-11-12 20:11:39.857487,L,-4,-30,0.87,
2025-11-12 20:11:39.891649,L,-5,-30,0.856,
2025-11-12 20:11:39.925564,L,-4,-31,0.861,
2025-11-12 20:11:39.956839,L,-4,-31,0.861,
2025-11-12 20:11:39.981902,L,-4,-32,0.853,
2025-11-12 20:11:40.023742,L,-4,-32,0.853,
2025-11-12 20:11:40.056626,L,-5,-33,0.843,
2025-11-12 20:11:40.091433,L,-4,-33,0.849,
2025-11-12 20:11:40.123562,L,-4,-34,0.839,
2025-11-12 20:11:40.155636,L,-4,-35,0.832,
2025-11-12 20:11:40.190239,L,-3,-36,0.836,
2025-11-12 20:11:40.223588,L,-4,-36,0.832,
2025-11-12 20:11:40.255437,L,-3,-37,0.819,
2025-11-12 20:11:40.289917,L,-4,-37,0.823,
2025-11-12 20:11:40.323545,L,-4,-37,0.818,
2025-11-12 20:11:40.356991,L,-4,-38,0.814,
2025-11-12 20:11:40.393749,L,-4,-38,0.806,
2025-11-12 20:11:40.426265,L,-5,-39,0.802,
2025-11-12 20:11:40.451693,L,-4,-40,0.793,
2025-11-12 20:11:40.485520,L,-5,-40,0.794,
2025-11-12 20:11:40.511642,L,-5,-40,0.782,
2025-11-12 20:11:40.545439,L,-5,-41,0.778,
2025-11-12 20:11:40.585073,L,-5,-41,0.778,L
2025-11-12 20:11:40.625541,L,-6,-42,0.765,
2025-11-12 20:11:40.651904,L,-6,-43,0.765,
2025-11-12 20:11:40.676106,L,-7,-42,0.757,
2025-11-12 20:11:40.711786,L,-7,-43,0.742,
2025-11-12 20:11:40.752121,L,-7,-44,0.754,
2025-11-12 20:11:40.781361,L,-7,-45,0.734,
2025-11-12 20:11:40.815435,L,-7,-45,0.735,
2025-11-12 20:11:40.843113,L,-8,-45,0.731,
2025-11-12 20:11:40.885652,L,-6,-46,0.731,
2025-11-12 20:11:40.921441,L,-7,-46,0.727,
2025-11-12 20:11:40.955192,L,-7,-46,0.727,
2025-11-12 20:11:40.982887,L,-6,-46,0.719,
2025-11-12 20:11:41.013891,L,-6,-47,0.72,
2025-11-12 20:11:41.041383,L,-7,-47,0.708,
2025-11-12 20:11:41.067610,L,-7,-47,0.709,
2025-11-12 20:11:41.101550,L,-8,-48,0.7,
2025-11-12 20:11:41.134024,L,-8,-48,0.689,L
2025-11-12 20:11:41.159064,L,-8,-50,0.681,
2025-11-12 20:11:41.211936,L,-7,-49,0.686,L
2025-11-12 20:11:41.241832,L,-8,-50,0.686,
2025-11-12 20:11:41.270180,L,-7,-50,0.681,L
2025-11-12 20:11:41.303420,L,-6,-50,0.675,
2025-11-12 20:11:41.331718,L,-5,-50,0.671,L
2025-11-12 20:11:41.367082,L,-5,-50,0.667,
2025-11-12 20:11:41.392518,L,-5,-50,0.667,L
2025-11-12 20:11:41.431469,L,-5,-50,0.659,L
2025-11-12 20:11:41.485737,L,-6,-51,0.663,L
2025-11-12 20:11:41.526469,L,-6,-52,0.651,
2025-11-12 20:11:41.567270,L,-6,-52,0.644,L
2025-11-12 20:11:41.584711,L,-6,-52,0.648,L
2025-11-12 20:11:41.611685,L,-6,-54,0.641,L
2025-11-12 20:11:41.654723,L,-7,-53,0.637,L
2025-11-12 20:11:41.694088,L,-7,-53,0.629,
2025-11-12 20:11:41.723998,L,-7,-54,0.634,L
2025-11-12 20:11:41.731648,L,-6,-54,0.623,
2025-11-12 20:11:41.767920,L,-6,-54,0.627,L
2025-11-12 20:11:41.801564,L,-6,-54,0.623,
2025-11-12 20:11:41.831684,L,-7,-54,0.615,L
2025-11-12 20:11:41.861423,L,-7,-54,0.605,L
2025-11-12 20:11:41.915278,L,-7,-53,0.605,
2025-11-12 20:11:41.944339,L,-7,-54,0.605,L
2025-11-12 20:11:41.976398,L,-7,-54,0.602,
2025-11-12 20:11:42.010546,L,-7,-55,0.599,L
2025-11-12 20:11:42.042694,L,-6,-54,0.594,
2025-11-12 20:11:42.083067,L,-6,-54,0.595,L
2025-11-12 20:11:42.101435,L,-7,-54,0.588,
2025-11-12 20:11:42.133460,L,-6,-54,0.588,L
2025-11-12 20:11:42.161433,L,-6,-54,0.584,
2025-11-12 20:11:42.193484,L,-5,-54,0.583,L
2025-11-12 20:11:42.223501,L,-4,-54,0.591,
2025-11-12 20:11:42.251614,L,-3,-54,0.584,L
2025-11-12 20:11:42.313415,L,-3,-54,0.584,
2025-11-12 20:11:42.351475,L,-3,-54,0.577,L
2025-11-12 20:11:42.376104,L,-2,-55,0.57,
2025-11-12 20:11:42.413276,L,-2,-55,0.573,L
2025-11-12 20:11:42.439491,L,-2,-54,0.57,L
2025-11-12 20:11:42.481418,L,-3,-54,0.573,
2025-11-12 20:11:42.516820,L,-3,-54,0.584,L
2025-11-12 20:11:42.531474,L,-3,-53,0.577,
2025-11-12 20:11:42.570378,L,-3,-53,0.573,L
2025-11-12 20:11:42.592592,L,-3,-53,0.566,
2025-11-12 20:11:42.626008,L,-3,-52,0.577,L
2025-11-12 20:11:42.651610,L,-3,-51,0.581,
2025-11-12 20:11:42.713404,L,-3,-51,0.584,L
2025-11-12 20:11:42.743315,L,-2,-51,0.584,
2025-11-12 20:11:42.792994,L,-3,-51,0.594,L
2025-11-12 20:11:42.811425,L,-2,-51,0.594,
2025-11-12 20:11:42.866966,L,-3,-50,0.601,L
2025-11-12 20:11:42.895758,L,-3,-50,0.598,L
2025-11-12 20:11:42.947837,L,-3,-50,0.597,
2025-11-12 20:11:42.977182,L,-3,-50,0.601,L
2025-11-12 20:11:43.001568,L,-3,-50,0.608,
2025-11-12 20:11:43.025222,L,-3,-49,0.615,L
2025-11-12 20:11:43.041725,L,-3,-48,0.616,L
2025-11-12 20:11:43.087387,L,-3,-47,0.619,L
2025-11-12 20:11:43.131496,L,-2,-45,0.631,
2025-11-12 20:11:43.161647,L,-2,-44,0.638,L
2025-11-12 20:11:43.181627,L,-2,-44,0.649,
2025-11-12 20:11:43.223555,L,-2,-43,0.648,L
2025-11-12 20:11:43.242020,L,-2,-42,0.652,
2025-11-12 20:11:43.275515,L,-1,-42,0.659,L
2025-11-12 20:11:43.302918,L,-1,-42,0.67,L
2025-11-12 20:11:43.333834,L,0,-42,0.675,
2025-11-12 20:11:43.373771,L,0,-41,0.679,L
2025-11-12 20:11:43.405846,L,1,-40,0.678,
2025-11-12 20:11:43.434929,L,0,-40,0.69,L
2025-11-12 20:11:43.479816,L,0,-40,0.693,L
2025-11-12 20:11:43.511636,L,-2,-37,0.709,
2025-11-12 20:11:43.542827,L,-2,-36,0.712,L
2025-11-12 20:11:43.581734,L,-3,-35,0.719,L
2025-11-12 20:11:43.615415,L,-3,-35,0.715,
2025-11-12 20:11:43.641715,L,-3,-33,0.719,L
2025-11-12 20:11:43.651865,L,-2,-33,0.727,
2025-11-12 20:11:43.685820,L,-3,-33,0.735,L
2025-11-12 20:11:43.721767,L,-2,-33,0.739,
2025-11-12 20:11:43.753130,L,-3,-32,0.743,L
2025-11-12 20:11:43.781735,L,-2,-32,0.743,L
2025-11-12 20:11:43.822128,L,-3,-32,0.735,
2025-11-12 20:11:43.851646,L,-2,-31,0.746,L
2025-11-12 20:11:43.911537,L,-3,-31,0.743,
2025-11-12 20:11:43.951630,L,-3,-32,0.726,L
2025-11-12 20:11:43.984730,L,-4,-32,0.735,L
2025-11-12 20:11:44.021326,L,-3,-33,0.731,L
2025-11-12 20:11:44.063766,L,-3,-32,0.731,
2025-11-12 20:11:44.090189,L,-2,-33,0.731,L
2025-11-12 20:11:44.111836,L,-3,-34,0.723,
2025-11-12 20:11:44.131505,L,-2,-35,0.712,L
2025-11-12 20:11:44.144057,L,-3,-36,0.716,
2025-11-12 20:11:44.189437,L,-3,-36,0.715,L
2025-11-12 20:11:44.216133,L,-2,-37,0.708,
2025-11-12 20:11:44.251568,L,-3,-38,0.707,L
2025-11-12 20:11:44.321417,L,-3,-39,0.7,
2025-11-12 20:11:44.363640,L,-2,-39,0.693,L
2025-11-12 20:11:44.393424,L,-2,-39,0.697,L
2025-11-12 20:11:44.426153,L,-2,-41,0.693,
2025-11-12 20:11:44.461518,L,-2,-40,0.686,L
2025-11-12 20:11:44.481819,L,-1,-41,0.686,
2025-11-12 20:11:44.512065,L,-1,-41,0.682,L
2025-11-12 20:11:44.536476,L,0,-41,0.686,L
2025-11-12 20:11:44.583043,L,-1,-41,0.67,L
2025-11-12 20:11:44.622071,L,-1,-42,0.67,
2025-11-12 20:11:44.658454,L,-1,-42,0.667,L
2025-11-12 20:11:44.673679,L,-2,-43,0.667,
2025-11-12 20:11:44.716088,L,-2,-44,0.663,L
2025-11-12 20:11:44.735354,L,-3,-43,0.659,L
2025-11-12 20:11:44.781682,L,-3,-43,0.659,
2025-11-12 20:11:44.811558,L,-3,-44,0.655,L
2025-11-12 20:11:44.848281,L,-3,-44,0.644,
2025-11-12 20:11:44.877224,L,-5,-45,0.648,L
2025-11-12 20:11:44.897656,L,-4,-45,0.644,L
2025-11-12 20:11:44.927150,L,-4,-45,0.645,
2025-11-12 20:11:44.961664,L,-5,-46,0.644,L
2025-11-12 20:11:44.988863,L,-5,-46,0.637,
2025-11-12 20:11:45.019004,L,-5,-46,0.637,L
2025-11-12 20:11:45.051989,L,-6,-46,0.634,
2025-11-12 20:11:45.090976,L,-7,-47,0.627,L
2025-11-12 20:11:45.131642,L,-7,-46,0.623,L
2025-11-12 20:11:45.161789,L,-8,-47,0.627,L
2025-11-12 20:11:45.211738,L,-7,-47,0.623,L
2025-11-12 20:11:45.257155,L,-8,-46,0.619,
2025-11-12 20:11:45.289574,L,-8,-48,0.619,L
2025-11-12 20:11:45.311745,L,-7,-48,0.616,
2025-11-12 20:11:45.353285,L,-7,-49,0.601,L
2025-11-12 20:11:45.371750,L,-7,-50,0.605,
2025-11-12 20:11:45.418365,L,-7,-50,0.609,L
2025-11-12 20:11:45.441373,L,-8,-50,0.602,
2025-11-12 20:11:45.475745,L,-7,-51,0.602,L
2025-11-12 20:11:45.498206,L,-7,-51,0.602,
2025-11-12 20:11:45.531731,L,-7,-51,0.598,L
2025-11-12 20:11:45.561885,L,-8,-51,0.594,
2025-11-12 20:11:45.598120,L,-8,-51,0.603,L
2025-11-12 20:11:45.625633,L,-8,-52,0.591,
2025-11-12 20:11:45.656679,L,-8,-52,0.599,L
2025-11-12 20:11:45.692700,L,-7,-52,0.591,L
2025-11-12 20:11:45.743638,L,-8,-53,0.595,
2025-11-12 20:11:45.776589,L,-7,-52,0.584,L
2025-11-12 20:11:45.808437,L,-8,-52,0.591,
2025-11-12 20:11:45.834218,L,-8,-53,0.584,L
2025-11-12 20:11:45.862001,L,-8,-52,0.588,
2025-11-12 20:11:45.897324,L,-8,-52,0.588,L
2025-11-12 20:11:45.932934,L,-9,-51,0.584,
2025-11-12 20:11:45.961871,L,-8,-51,0.591,L
2025-11-12 20:11:45.992129,L,-8,-51,0.595,L
2025-11-12 20:11:46.038026,L,-8,-51,0.599,
2025-11-12 20:11:46.065208,L,-8,-50,0.595,L
2025-11-12 20:11:46.091771,L,-9,-49,0.599,
2025-11-12 20:11:46.112673,L,-8,-49,0.595,L
2025-11-12 20:11:46.151516,L,-7,-50,0.599,
2025-11-12 20:11:46.201767,L,-8,-49,0.602,L
2025-11-12 20:11:46.236618,L,-9,-49,0.609,
2025-11-12 20:11:46.264708,L,-8,-48,0.605,L
2025-11-12 20:11:46.291703,L,-8,-47,0.605,
2025-11-12 20:11:46.335199,L,-9,-47,0.616,L
2025-11-12 20:11:46.361792,L,-9,-47,0.609,
2025-11-12 20:11:46.391997,L,-8,-47,0.613,L
2025-11-12 20:11:46.432029,L,-8,-46,0.613,
2025-11-12 20:11:46.476345,L,-8,-46,0.616,L
2025-11-12 20:11:46.507118,L,-8,-47,0.62,
2025-11-12 20:11:46.547195,L,-8,-47,0.62,L
2025-11-12 20:11:46.577919,L,-7,-48,0.627,L
2025-11-12 20:11:46.618944,L,-8,-46,0.623,L
2025-11-12 20:11:46.661315,L,-8,-46,0.627,L
2025-11-12 20:11:46.707555,L,-7,-46,0.627,L
2025-11-12 20:11:46.756853,L,-7,-45,0.627,
2025-11-12 20:11:46.791527,L,-6,-45,0.623,L
2025-11-12 20:11:46.820094,L,-7,-45,0.627,
2025-11-12 20:11:46.854416,L,-7,-44,0.642,L
2025-11-12 20:11:46.872458,L,-7,-43,0.63,
2025-11-12 20:11:46.906110,L,-6,-43,0.645,L
2025-11-12 20:11:46.933131,L,-6,-42,0.634,
2025-11-12 20:11:46.961905,L,-7,-42,0.641,L
2025-11-12 20:11:46.978838,L,-7,-41,0.652,
2025-11-12 20:11:47.005429,L,-7,-42,0.656,L
2025-11-12 20:11:47.045958,L,-7,-41,0.652,
2025-11-12 20:11:47.078876,L,-7,-41,0.66,L
2025-11-12 20:11:47.100191,L,-8,-41,0.663,L
2025-11-12 20:11:47.161596,L,-8,-41,0.667,
2025-11-12 20:11:47.191308,L,-8,-40,0.667,L
2025-11-12 20:11:47.224517,L,-8,-40,0.667,
2025-11-12 20:11:47.272736,L,-8,-39,0.679,L
2025-11-12 20:11:47.281774,L,-8,-38,0.686,
2025-11-12 20:11:47.325252,L,-9,-37,0.693,L
2025-11-12 20:11:47.342086,L,-8,-37,0.689,
2025-11-12 20:11:47.374235,L,-9,-37,0.697,L
2025-11-12 20:11:47.399870,L,-9,-36,0.704,
2025-11-12 20:11:47.432542,L,-9,-36,0.704,L
2025-11-12 20:11:47.466221,L,-8,-35,0.719,
2025-11-12 20:11:47.515724,L,-8,-35,0.719,L
2025-11-12 20:11:47.531428,L,-8,-35,0.719,L
2025-11-12 20:11:47.561330,L,-8,-34,0.731,
2025-11-12 20:11:47.591858,L,-8,-33,0.731,L
2025-11-12 20:11:47.648682,L,-8,-32,0.743,
2025-11-12 20:11:47.675848,L,-8,-32,0.743,L
2025-11-12 20:11:47.711569,L,-7,-30,0.743,
2025-11-12 20:11:47.751892,L,-8,-30,0.747,L
2025-11-12 20:11:47.775947,L,-7,-28,0.751,
2025-11-12 20:11:47.811474,L,-7,-26,0.756,L
2025-11-12 20:11:47.831436,L,-7,-26,0.763,
